ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary;PossibleExternal
ConstraintError;h.f;h.f b(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #6bb0a2206e44b4e0c6fed31d11e10376126c188eb98912c92549adf21e8e77a5);First parameter (with value "SHA-1") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>($r1);false;false
