ErrorType;Class;Method;ViolatedRule;Object;Statement
ConstraintError;a2.g;int a();violating CrySL rule for java.security.MessageDigest (on Object #71bf27f1f5c11d353bc906100845d8718ba7c28b9a784a8f89893b8cc2d292fa);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer8682)
ConstraintError;h2.n;int f();violating CrySL rule for java.security.MessageDigest (on Object #8d26cb329ea3b037d375306ab188def369ae9c3504c214e4f96219de69b53372);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer12535)
