Message,Description,RuleNumber,RuleDesc,CWEId,Severity,ClassName,MethodName,ExternalLibrary,PossibleExternal
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,e.a.a.a.i2.a0,o,false,false
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,e.a.a.a.f2.r0$a,h,false,false
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,e.a.a.a.f2.r0$a,init,false,false
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,e.a.a.a.f2.r0$a,d,false,false
Found: Untrused PRNG (java.util.Random),Used untrusted PRNG,13,Used untrusted PRNG,338,1,e.a.a.a.f2.r0$a,b,false,false
"Found: ""MD5""",Found broken hash functions,2,Found broken hash functions,759,1,e.b.a.c,a,false,false
"Found: ""http://www.example.com/somefile.mp4""",Used HTTP Protocol,7,Used HTTP Protocol,650,1,io.github.powerinside.syncplay.videoPlayer,f,false,false
