ErrorType;Class;Method;ViolatedRule;Object;Statement;ExternalLibrary
ConstraintError;com.nostra13.universalimageloader.cache.disc.naming.Md5FileNameGenerator;byte[] getMD5(byte[]);violating CrySL rule for java.security.MessageDigest (on Object #93d85b0a14c658722abfa2ee229c7e9f68dc73e1f5d4445ada167a21eb7e9346);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer1920);true
