ErrorType;Class;Method;ViolatedRule;Object;Statement
IncompleteOperationError;com.waz.sync.client.AssetClientImpl$$anonfun$fileWithShaBodyDeserializer$1;java.lang.Object apply(java.lang.Object);violating CrySL rule for java.security.DigestOutputStream (on Object #5ee41acb56180fb985bb587a945d89f7f3fa2098dd0ab1839b20cfb4bc22ad76);Operation on object of type java.security.DigestOutputStream object not completed. Expected call to write;$r7 = virtualinvoke $r4.<java.security.DigestOutputStream: java.security.MessageDigest getMessageDigest()>()
IncompleteOperationError;com.wire.signals.CancellableFuture$$anonfun$recoverWith$1;java.lang.Object apply(java.lang.Object);violating CrySL rule for java.security.DigestInputStream (on Object #6fb605332d53322a79a1db1905227a3f24373c8117d8ecbe2649df57cac1a5f);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r15 = virtualinvoke $r10.<com.wire.signals.CancellableFuture: scala.concurrent.Future future()>()
IncompleteOperationError;com.waz.service.assets.AssetServiceImpl$$anonfun$com$waz$service$assets$AssetServiceImpl$$extractLocalSourceAndEncryptedHashesAndSize$1$1;java.lang.Object apply(java.lang.Object);violating CrySL rule for java.security.DigestInputStream (on Object #4cc9c8fc2c0058e559bf5cc88adadf76f521de80a15e8e672ed79b3c2c9f5f6b);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke $r23.<scala.Tuple11: void <init>(java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object)>($r7, $r11, $r13, $r0, $r1, $r2, $r3, $r8, $r21, $r4, $r24)
IncompleteOperationError;com.waz.service.assets.AssetServiceImpl$$anonfun$com$waz$service$assets$AssetServiceImpl$$extractLocalSourceAndEncryptedHashesAndSize$1$1;java.lang.Object apply(java.lang.Object);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke $r23.<scala.Tuple11: void <init>(java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object)>($r7, $r11, $r13, $r0, $r1, $r2, $r3, $r8, $r21, $r4, $r24)
IncompleteOperationError;com.waz.service.assets.AssetServiceImpl$$anonfun$com$waz$service$assets$AssetServiceImpl$$extractLocalSourceAndEncryptedHashesAndSize$1$1;java.lang.Object apply(java.lang.Object);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;specialinvoke $r23.<scala.Tuple11: void <init>(java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object,java.lang.Object)>($r7, $r11, $r13, $r0, $r1, $r2, $r3, $r8, $r21, $r4, $r24)
IncompleteOperationError;com.google.protobuf.FloatArrayList;void ensureIndexInRange(int);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<com.google.protobuf.FloatArrayList: java.lang.String makeOutOfBoundsExceptionMessage(int)>($i0)
IncompleteOperationError;com.waz.utils.wrappers.SQLiteDBWrapper;void releaseReference();violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r12 = virtualinvoke r0.<com.waz.utils.wrappers.SQLiteDBWrapper: java.lang.String logTag()>()
IncompleteOperationError;okhttp3.internal.connection.Exchange$ResponseBodySource;void close();violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<okhttp3.internal.connection.Exchange$ResponseBodySource: java.io.IOException complete(java.io.IOException)>($r0)
IncompleteOperationError;okhttp3.internal.connection.Exchange$ResponseBodySource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r7 = specialinvoke r0.<okhttp3.internal.connection.Exchange$ResponseBodySource: java.io.IOException complete(java.io.IOException)>($r7)
IncompleteOperationError;com.google.protobuf.IntArrayList;void ensureIndexInRange(int);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<com.google.protobuf.IntArrayList: java.lang.String makeOutOfBoundsExceptionMessage(int)>($i0)
IncompleteOperationError;shapeless.$colon$colon;boolean equals(java.lang.Object);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r2 = (shapeless.$colon$colon) $r0
IncompleteOperationError;com.googlecode.mp4parser.boxes.mp4.ESDescriptorBox;boolean equals(java.lang.Object);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;staticinvoke <com.googlecode.mp4parser.RequiresParseDetailAspect: void before(org.aspectj.lang.JoinPoint)>($r3)
IncompleteOperationError;com.google.protobuf.LongArrayList;void ensureIndexInRange(int);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<com.google.protobuf.LongArrayList: java.lang.String makeOutOfBoundsExceptionMessage(int)>($i0)
IncompleteOperationError;com.google.protobuf.AbstractProtobufList;boolean equals(java.lang.Object);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r3 = interfaceinvoke $r2.<java.util.List: java.lang.Object get(int)>($i1)
IncompleteOperationError;okhttp3.internal.http1.Http1ExchangeCodec$ChunkedSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;virtualinvoke r0.<okhttp3.internal.http1.Http1ExchangeCodec$ChunkedSource: void responseBodyComplete()>()
IncompleteOperationError;okio.InflaterSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke r0.<okio.InflaterSource: void releaseInflatedBytes()>()
IncompleteOperationError;com.google.protobuf.ProtobufArrayList;void ensureIndexInRange(int);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<com.google.protobuf.ProtobufArrayList: java.lang.String makeOutOfBoundsExceptionMessage(int)>($i0)
IncompleteOperationError;retrofit2.Utils;boolean equals(java.lang.reflect.Type,java.lang.reflect.Type);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r5 = interfaceinvoke $r3.<java.lang.reflect.ParameterizedType: java.lang.reflect.Type[] getActualTypeArguments()>()
IncompleteOperationError;retrofit2.Utils;boolean equals(java.lang.reflect.Type,java.lang.reflect.Type);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r1 = interfaceinvoke $r3.<java.lang.reflect.ParameterizedType: java.lang.reflect.Type getOwnerType()>()
IncompleteOperationError;com.google.protobuf.BooleanArrayList;void ensureIndexInRange(int);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<com.google.protobuf.BooleanArrayList: java.lang.String makeOutOfBoundsExceptionMessage(int)>($i0)
IncompleteOperationError;androidx.paging.PagedStorage;java.lang.Object get(int);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$i0 = virtualinvoke r0.<androidx.paging.PagedStorage: int size()>()
IncompleteOperationError;com.googlecode.mp4parser.RequiresParseDetailAspect;void before(org.aspectj.lang.JoinPoint);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r1 = interfaceinvoke $r0.<org.aspectj.lang.JoinPoint: java.lang.Object getTarget()>()
IncompleteOperationError;com.google.gson.internal.$Gson$Types;boolean equals(java.lang.reflect.Type,java.lang.reflect.Type);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r5 = interfaceinvoke $r3.<java.lang.reflect.ParameterizedType: java.lang.reflect.Type[] getActualTypeArguments()>()
IncompleteOperationError;com.google.gson.internal.$Gson$Types;boolean equals(java.lang.reflect.Type,java.lang.reflect.Type);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r1 = interfaceinvoke $r3.<java.lang.reflect.ParameterizedType: java.lang.reflect.Type getOwnerType()>()
IncompleteOperationError;okhttp3.internal.connection.Exchange$RequestBodySink;void close();violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<okhttp3.internal.connection.Exchange$RequestBodySink: java.io.IOException complete(java.io.IOException)>($r0)
IncompleteOperationError;okhttp3.internal.http1.Http1ExchangeCodec$AbstractSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;virtualinvoke r0.<okhttp3.internal.http1.Http1ExchangeCodec$AbstractSource: void responseBodyComplete()>()
IncompleteOperationError;okhttp3.internal.Util;boolean skipAll(okio.Source,int,java.util.concurrent.TimeUnit);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r3 = interfaceinvoke $r1.<okio.Source: okio.Timeout timeout()>()
IncompleteOperationError;okhttp3.internal.Util;boolean skipAll(okio.Source,int,java.util.concurrent.TimeUnit);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r3 = interfaceinvoke $r1.<okio.Source: okio.Timeout timeout()>()
RequiredPredicateError;okhttp3.internal.Util;javax.net.ssl.X509TrustManager platformTrustManager();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r1.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer57160)
IncompleteOperationError;okhttp3.internal.http1.Http1ExchangeCodec$FixedLengthSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;virtualinvoke r0.<okhttp3.internal.http1.Http1ExchangeCodec$FixedLengthSource: void responseBodyComplete()>()
IncompleteOperationError;okio.GzipSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke r0.<okio.GzipSource: void updateCrc(okio.Buffer,long,long)>($r3, varReplacer39911, $l4)
IncompleteOperationError;okio.GzipSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke r0.<okio.GzipSource: void updateCrc(okio.Buffer,long,long)>($r3, varReplacer39923, varReplacer39924)
IncompleteOperationError;okio.GzipSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke r0.<okio.GzipSource: void updateCrc(okio.Buffer,long,long)>($r3, varReplacer39918, varReplacer39919)
IncompleteOperationError;okio.GzipSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke r0.<okio.GzipSource: void updateCrc(okio.Buffer,long,long)>($r3, varReplacer39914, $l5)
IncompleteOperationError;okio.GzipSource;long read(okio.Buffer,long);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;specialinvoke r0.<okio.GzipSource: void updateCrc(okio.Buffer,long,long)>($r3, varReplacer39921, $l5)
IncompleteOperationError;kotlinx.coroutines.scheduling.CoroutineScheduler;void close();violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r2 = specialinvoke r0.<kotlinx.coroutines.scheduling.CoroutineScheduler: kotlinx.coroutines.scheduling.CoroutineScheduler$Worker currentWorker()>()
IncompleteOperationError;org.koin.core.definition.BeanDefinition;boolean equals(java.lang.Object);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r5 = virtualinvoke $r2.<java.lang.Object: java.lang.Class getClass()>()
IncompleteOperationError;com.google.protobuf.DoubleArrayList;void ensureIndexInRange(int);violating CrySL rule for java.security.DigestInputStream (on Object #7f63a8c472b1fb5867ab7900eff197575edbedce87c6382f989893928c44c44c);Operation on object of type java.security.DigestInputStream object not completed. Expected call to read;$r0 = specialinvoke r1.<com.google.protobuf.DoubleArrayList: java.lang.String makeOutOfBoundsExceptionMessage(int)>($i0)
TypestateError;com.waz.utils.crypto.AESUtils$;com.waz.utils.crypto.AESUtils$EncryptedBytes encryptWithAlias(byte[],java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #36eabf76063594286ee19a38ae3b127bc9790240a93847e36e38b1fa52e68fd4);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r0 = virtualinvoke $r7.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r0)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;byte[] decryptWithAlias(com.waz.utils.crypto.AESUtils$EncryptedBytes,java.lang.String);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer8744, $r5, $r7)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;byte[] decryptWithAlias(com.waz.utils.crypto.AESUtils$EncryptedBytes,java.lang.String);violating CrySL rule for javax.crypto.Cipher ;Third parameter was not properly generated as prepared G C M;virtualinvoke $r6.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>(varReplacer8744, $r5, $r7)
ConstraintError;com.waz.utils.crypto.AESUtils$;byte[] decryptWithAlias(com.waz.utils.crypto.AESUtils$EncryptedBytes,java.lang.String);violating CrySL rule for java.security.KeyStore (on Object #b2b1c659838e6c6083dadc0b568f96c63a6c13e52d38f4156a6cee069b3fd237);First parameter (with value "AndroidKeyStore") should be any of {JCEKS, JKS, DKS, PKCS11, PKCS12};$r2 = staticinvoke <java.security.KeyStore: java.security.KeyStore getInstance(java.lang.String)>(varReplacer8743)
TypestateError;com.waz.utils.crypto.AESUtils$;byte[] decryptWithAlias(com.waz.utils.crypto.AESUtils$EncryptedBytes,java.lang.String);violating CrySL rule for javax.crypto.Cipher (on Object #bff06fe5effbf0e3bf945c6157e2cd845bfb0b5af9d8b94447eba294f3247559);Unexpected call to method doFinal on object of type javax.crypto.Cipher. Expect a call to one of the following methods init,updateAAD;$r8 = virtualinvoke $r6.<javax.crypto.Cipher: byte[] doFinal(byte[])>($r8)
IncompleteOperationError;com.waz.utils.crypto.AESUtils$;byte[] decryptWithAlias(com.waz.utils.crypto.AESUtils$EncryptedBytes,java.lang.String);violating CrySL rule for java.security.KeyStore (on Object #b2b1c659838e6c6083dadc0b568f96c63a6c13e52d38f4156a6cee069b3fd237);Operation on object of type java.security.KeyStore object not completed. Expected call to getKey;$r3 = virtualinvoke $r2.<java.security.KeyStore: java.security.KeyStore$Entry getEntry(java.lang.String,java.security.KeyStore$ProtectionParameter)>($r1, varReplacer8745)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;byte[] decryptWithAlias(com.waz.utils.crypto.AESUtils$EncryptedBytes,java.lang.String);violating CrySL rule for javax.crypto.spec.GCMParameterSpec ;Second parameter was not properly generated as randomized;specialinvoke $r7.<javax.crypto.spec.GCMParameterSpec: void <init>(int,byte[])>(varReplacer8746, $r8)
IncompleteOperationError;com.waz.utils.crypto.AESUtils$;com.waz.model.Sha256 encrypt(com.waz.model.AESKey,java.io.InputStream,java.io.OutputStream);violating CrySL rule for java.security.DigestOutputStream (on Object #8bb6e3f91d3cded03014b99f022238d07abdfe7cbd9ef4a077410a6b48db478d);Operation on object of type java.security.DigestOutputStream object not completed. Expected call to write;$r5 = virtualinvoke $r2.<java.security.DigestOutputStream: java.security.MessageDigest getMessageDigest()>()
IncompleteOperationError;com.waz.utils.crypto.AESUtils$;java.io.InputStream inputStream(byte[],scala.Option,java.io.InputStream,int);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;specialinvoke $r10.<java.io.SequenceInputStream: void <init>(java.io.InputStream,java.io.InputStream)>($r11, r9)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;javax.crypto.Cipher com$waz$utils$crypto$AESUtils$$cipher(byte[],byte[],int);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r2.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r1, $r4)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;javax.crypto.Cipher com$waz$utils$crypto$AESUtils$$cipher(byte[],byte[],int);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r4.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r0)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;javax.crypto.Cipher com$waz$utils$crypto$AESUtils$$cipher(byte[],byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r3, varReplacer55992)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;javax.crypto.Cipher cipher(com.waz.model.AESKey,byte[],int);violating CrySL rule for javax.crypto.spec.SecretKeySpec ;First parameter was not properly generated as prepared Key Material;specialinvoke $r1.<javax.crypto.spec.SecretKeySpec: void <init>(byte[],java.lang.String)>($r4, varReplacer3500)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;javax.crypto.Cipher cipher(com.waz.model.AESKey,byte[],int);violating CrySL rule for javax.crypto.Cipher ;Second parameter was not properly generated as generated Key;virtualinvoke $r3.<javax.crypto.Cipher: void init(int,java.security.Key,java.security.spec.AlgorithmParameterSpec)>($i0, $r1, $r5)
RequiredPredicateError;com.waz.utils.crypto.AESUtils$;javax.crypto.Cipher cipher(com.waz.model.AESKey,byte[],int);violating CrySL rule for javax.crypto.spec.IvParameterSpec ;First parameter was not properly generated as randomized;specialinvoke $r5.<javax.crypto.spec.IvParameterSpec: void <init>(byte[])>($r0)
IncompleteOperationError;scala.collection.immutable.Set$Set2;boolean exists(scala.Function1);violating CrySL rule for javax.crypto.CipherInputStream (on Object #2cf795e15b45e1f952b87cdd005e2723f17d050f91577a891db9ac03d5c7455);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$1 object not completed. Expected call to read;$z0 = staticinvoke <scala.runtime.BoxesRunTime: boolean unboxToBoolean(java.lang.Object)>($r2)
IncompleteOperationError;scala.collection.immutable.Set$Set2;boolean exists(scala.Function1);violating CrySL rule for javax.crypto.CipherInputStream (on Object #2cf795e15b45e1f952b87cdd005e2723f17d050f91577a891db9ac03d5c7455);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$1 object not completed. Expected call to read;$z0 = staticinvoke <scala.runtime.BoxesRunTime: boolean unboxToBoolean(java.lang.Object)>($r2)
IncompleteOperationError;scala.collection.immutable.Set$Set2;boolean exists(scala.Function1);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;$z0 = staticinvoke <scala.runtime.BoxesRunTime: boolean unboxToBoolean(java.lang.Object)>($r2)
IncompleteOperationError;scala.collection.immutable.Set$Set2;boolean exists(scala.Function1);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;$z0 = staticinvoke <scala.runtime.BoxesRunTime: boolean unboxToBoolean(java.lang.Object)>($r2)
IncompleteOperationError;scala.collection.immutable.Set$Set2;scala.Option find(scala.Function1);violating CrySL rule for javax.crypto.CipherInputStream (on Object #2cf795e15b45e1f952b87cdd005e2723f17d050f91577a891db9ac03d5c7455);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$1 object not completed. Expected call to read;$z0 = staticinvoke <scala.runtime.BoxesRunTime: boolean unboxToBoolean(java.lang.Object)>($r2)
IncompleteOperationError;scala.collection.immutable.Set$Set2;scala.Option find(scala.Function1);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;$z0 = staticinvoke <scala.runtime.BoxesRunTime: boolean unboxToBoolean(java.lang.Object)>($r2)
IncompleteOperationError;com.waz.zclient.calling.CallingGridFragment$$anonfun$com$waz$zclient$calling$CallingGridFragment$$createView$1$1$$anonfun$apply$4;java.lang.Object apply(java.lang.Object);violating CrySL rule for javax.crypto.CipherInputStream (on Object #2cf795e15b45e1f952b87cdd005e2723f17d050f91577a891db9ac03d5c7455);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$1 object not completed. Expected call to read;$z0 = staticinvoke <scala.runtime.BoxesRunTime: boolean unboxToBoolean(java.lang.Object)>($r3)
IncompleteOperationError;com.waz.utils.package$RichFuture$;scala.concurrent.Future com$waz$utils$RichFuture$$processNext$1(scala.collection.Seq,scala.collection.immutable.List,scala.Function1,scala.concurrent.ExecutionContext);violating CrySL rule for javax.crypto.CipherInputStream (on Object #2cf795e15b45e1f952b87cdd005e2723f17d050f91577a891db9ac03d5c7455);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$1 object not completed. Expected call to read;$r7 = interfaceinvoke $r1.<scala.Function1: java.lang.Object apply(java.lang.Object)>($r7)
IncompleteOperationError;com.waz.utils.package$RichFuture$;scala.concurrent.Future com$waz$utils$RichFuture$$processNext$1(scala.collection.Seq,scala.collection.immutable.List,scala.Function1,scala.concurrent.ExecutionContext);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;$r7 = interfaceinvoke $r1.<scala.Function1: java.lang.Object apply(java.lang.Object)>($r7)
IncompleteOperationError;org.threeten.bp.format.DateTimeFormatterBuilder$TextPrinterParser;int parse(org.threeten.bp.format.DateTimeParseContext,java.lang.CharSequence,int);violating CrySL rule for javax.crypto.CipherInputStream (on Object #2cf795e15b45e1f952b87cdd005e2723f17d050f91577a891db9ac03d5c7455);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$1 object not completed. Expected call to read;$i1 = interfaceinvoke $r1.<java.lang.CharSequence: int length()>()
IncompleteOperationError;org.threeten.bp.format.DateTimeFormatterBuilder$TextPrinterParser;int parse(org.threeten.bp.format.DateTimeParseContext,java.lang.CharSequence,int);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;$i1 = interfaceinvoke $r1.<java.lang.CharSequence: int length()>()
IncompleteOperationError;org.threeten.bp.format.DateTimeFormatterBuilder$ZoneIdPrinterParser;int parse(org.threeten.bp.format.DateTimeParseContext,java.lang.CharSequence,int);violating CrySL rule for javax.crypto.CipherInputStream (on Object #2cf795e15b45e1f952b87cdd005e2723f17d050f91577a891db9ac03d5c7455);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$1 object not completed. Expected call to read;$i1 = interfaceinvoke $r2.<java.lang.CharSequence: int length()>()
IncompleteOperationError;org.threeten.bp.format.DateTimeFormatterBuilder$ZoneIdPrinterParser;int parse(org.threeten.bp.format.DateTimeParseContext,java.lang.CharSequence,int);violating CrySL rule for javax.crypto.CipherInputStream (on Object #cb0473c31d1843c51970a384dd46476f1de6a4699870ef8fda4d22cacaaaee02);Operation on object of type com.waz.utils.crypto.AESUtils$$anon$2 object not completed. Expected call to read;$i1 = interfaceinvoke $r2.<java.lang.CharSequence: int length()>()
