ErrorType;Class;Method;ViolatedRule;Object;Statement
ConstraintError;org.ebur.debitum.util.ColorUtils;java.lang.String md5Hash(java.lang.String);violating CrySL rule for java.security.MessageDigest (on Object #b132d2fd45ca36ded759895d3c48c3c793edc90e4b91d702330b9dcb88552361);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r2 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer9905)
