ErrorType;Class;Method;ViolatedRule;Object;Statement
ConstraintError;com.sshdaemon.sshd.SshFingerprint;java.lang.String fingerprintMD5(java.math.BigInteger,java.math.BigInteger);violating CrySL rule for java.security.MessageDigest (on Object #a071a93c27073a095c085ea031d610b1b3eb14c8d9f4af1ae9f0208f64f70156);First parameter (with value "MD5") should be any of {SHA-256, SHA-384, SHA-512};$r3 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer563)
RequiredPredicateError;org.apache.sshd.common.util.buffer.Buffer;java.security.KeyPair extractEC(java.lang.String,java.security.spec.ECParameterSpec);violating CrySL rule for java.security.KeyPair ;First parameter was not properly generated as generated Pubkey;specialinvoke $r3.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r10, $r12)
RequiredPredicateError;org.apache.sshd.common.util.buffer.Buffer;java.security.KeyPair extractEC(java.lang.String,java.security.spec.ECParameterSpec);violating CrySL rule for java.security.KeyPair ;Second parameter was not properly generated as generated Privkey;specialinvoke $r3.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r10, $r12)
RequiredPredicateError;org.apache.sshd.common.util.buffer.Buffer;java.security.KeyPair getKeyPair();violating CrySL rule for java.security.KeyPair ;Second parameter was not properly generated as generated Privkey;specialinvoke r18.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r13, $r15)
RequiredPredicateError;org.apache.sshd.common.util.buffer.Buffer;java.security.KeyPair getKeyPair();violating CrySL rule for java.security.KeyPair ;First parameter was not properly generated as generated Pubkey;specialinvoke r18.<java.security.KeyPair: void <init>(java.security.PublicKey,java.security.PrivateKey)>($r13, $r15)
RequiredPredicateError;com.sshdaemon.sshd.SshPublicKeyAuthenticator;java.security.interfaces.RSAPublicKey readKey(java.lang.String);violating CrySL rule for java.security.KeyFactory ;First parameter was not properly generated as specced Key;$r10 = virtualinvoke $r9.<java.security.KeyFactory: java.security.PublicKey generatePublic(java.security.spec.KeySpec)>(r1)
