ErrorType;Class;Method;ViolatedRule;Object;Statement
ConstraintError;d.e.a.i.g$a;java.lang.Object a();violating CrySL rule for java.security.MessageDigest (on Object #cb2c954f1910839cd0553e345441d3448aee5476e91fb3c327d72bd9816a2500);First parameter (with value "SHA256") should be any of {SHA-256, SHA-384, SHA-512};$r1 = staticinvoke <java.security.MessageDigest: java.security.MessageDigest getInstance(java.lang.String)>(varReplacer2277)
IncompleteOperationError;f.n.c.n;boolean equals(java.lang.Object);violating CrySL rule for java.security.MessageDigest (on Object #cb2c954f1910839cd0553e345441d3448aee5476e91fb3c327d72bd9816a2500);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r4 = virtualinvoke $r2.<f.n.c.a: f.q.c e()>()
IncompleteOperationError;d.e.a.i.h.c;void run();violating CrySL rule for java.security.MessageDigest (on Object #cb2c954f1910839cd0553e345441d3448aee5476e91fb3c327d72bd9816a2500);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;staticinvoke <f.n.c.i: void d(java.lang.Object,java.lang.String)>($r3, varReplacer2820)
IncompleteOperationError;com.tnibler.cryptocam.MainActivity;void z(d.f.b.a.a);violating CrySL rule for java.security.MessageDigest (on Object #cb2c954f1910839cd0553e345441d3448aee5476e91fb3c327d72bd9816a2500);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r15 = (d.e.a.i.g) $r8
IncompleteOperationError;d.e.a.j.i$b$a;java.lang.Object h(java.lang.Object);violating CrySL rule for java.security.MessageDigest (on Object #cb2c954f1910839cd0553e345441d3448aee5476e91fb3c327d72bd9816a2500);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r9 = (d.e.a.i.g) $r2
IncompleteOperationError;com.tnibler.cryptocam.video.RecordingService;void onCreate();violating CrySL rule for java.security.MessageDigest (on Object #cb2c954f1910839cd0553e345441d3448aee5476e91fb3c327d72bd9816a2500);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r7 = interfaceinvoke $r17.<f.b: java.lang.Object getValue()>()
IncompleteOperationError;d.e.a.k.i$f;java.lang.Object a();violating CrySL rule for java.security.MessageDigest (on Object #cb2c954f1910839cd0553e345441d3448aee5476e91fb3c327d72bd9816a2500);Operation on object of type java.security.MessageDigest object not completed. Expected call to digest, update;$r7 = (d.e.a.i.g) $r6
