ErrorType;Class;Method;ViolatedRule;Object;Statement
ConstraintError;t5.b;javax.net.ssl.SSLContext i();violating CrySL rule for javax.net.ssl.SSLContext (on Object #4f7a79be02ced09eae8d379b9c12599fa51c01b609208d7427e29f2f8e844189);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer26477)
ConstraintError;t5.f;javax.net.ssl.SSLContext i();violating CrySL rule for javax.net.ssl.SSLContext (on Object #605e1d39143f2c80b4f6f6bd856ec0bc60f941929501f0ac39123e4d566ae707);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r2 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String)>(varReplacer26480)
ConstraintError;t5.c;javax.net.ssl.SSLContext i();violating CrySL rule for javax.net.ssl.SSLContext (on Object #e7f093d8933ff1b0f4318f2db5aef651ace3e001bf4e8d4682a17c75c62ca285);First parameter (with value "TLS") should be any of {TLSv1.2, TLSv1.3};$r3 = staticinvoke <javax.net.ssl.SSLContext: javax.net.ssl.SSLContext getInstance(java.lang.String,java.security.Provider)>(varReplacer26484, $r2)
RequiredPredicateError;m5.w;void <init>();violating CrySL rule for javax.net.ssl.TrustManagerFactory ;First parameter was not properly generated as generated Key Store;virtualinvoke $r20.<javax.net.ssl.TrustManagerFactory: void init(java.security.KeyStore)>(varReplacer25408)
RequiredPredicateError;m5.w;void <init>();violating CrySL rule for javax.net.ssl.SSLContext ;Second parameter was not properly generated as generated Trust Managers;virtualinvoke $r25.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer25416, $r21, varReplacer25416)
RequiredPredicateError;m5.w;void <init>();violating CrySL rule for javax.net.ssl.SSLContext ;First parameter was not properly generated as generated Key Managers;virtualinvoke $r25.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer25416, $r21, varReplacer25416)
RequiredPredicateError;m5.w;void <init>();violating CrySL rule for javax.net.ssl.SSLContext ;Third parameter was not properly generated as randomized;virtualinvoke $r25.<javax.net.ssl.SSLContext: void init(javax.net.ssl.KeyManager[],javax.net.ssl.TrustManager[],java.security.SecureRandom)>(varReplacer25416, $r21, varReplacer25416)
