Message,Description,RuleNumber,RuleDesc,CWEId,Severity,ClassName,MethodName,ExternalLibrary
"Found: ""http://data.fixer.io/api/latest?access_key=""",Used HTTP Protocol,7,Used HTTP Protocol,650,1,com.jstephan.yarc.FixerIo,init,true
