Message,Description,RuleNumber,RuleDesc,CWEId,Severity,ClassName,MethodName
"Found: ""Blowfish""",Found broken crypto schemes,1,Found broken crypto schemes,256,1,dk.kjeldsen.carwingsflutter.g,a
"Found: ""SHA-1""",Found broken hash functions,2,Found broken hash functions,759,1,d.h,d
"Found: Constant ""NNA""",Used constant keys in code,3,Used constant keys in code,547,1,dk.kjeldsen.carwingsflutter.g,e
"Found: Constant ""NE""",Used constant keys in code,3,Used constant keys in code,547,1,dk.kjeldsen.carwingsflutter.g,e
"Found: Constant ""NCI""",Used constant keys in code,3,Used constant keys in code,547,1,dk.kjeldsen.carwingsflutter.g,e
"Found: Constant ""NML""",Used constant keys in code,3,Used constant keys in code,547,1,dk.kjeldsen.carwingsflutter.g,e
"Found: Constant ""NMA""",Used constant keys in code,3,Used constant keys in code,547,1,dk.kjeldsen.carwingsflutter.g,e
