Message,Description,RuleNumber,RuleDesc,CWEId,Severity,ClassName,MethodName
"Found: ""SHA-1""",Found broken hash functions,2,Found broken hash functions,759,1,com.x5.template.filters.SHA1HexFilter,sha1
"Found: ""MD5""",Found broken hash functions,2,Found broken hash functions,759,1,com.x5.template.filters.MD5HexFilter,md5
