Message,Description,RuleNumber,RuleDesc,CWEId,Severity,ClassName,MethodName,ExternalLibrary,PossibleExternal
"Found: ""http://""",Used HTTP Protocol,7,Used HTTP Protocol,650,1,f.a.a.c,clinit,false,false
